,Unnamed: 0,da0_area_max,da0_area_min,da0_slope_max,da0_slope_min,da0_peak_max,da0_peak_min,da1_area_max,da1_area_min,da1_slope_max,da1_slope_min,da1_peak_max,da1_peak_min,da2_area_max,da2_area_min,da2_slope_max,da2_slope_min,da2_peak_max,da2_peak_min,da3_area_max,da3_area_min,da3_slope_max,da3_slope_min,da3_peak_max,da3_peak_min,da4_area_max,da4_area_min,da4_slope_max,da4_slope_min,da4_peak_max,da4_peak_min,da5_area_max,da5_area_min,da5_slope_max,da5_slope_min,da5_peak_max,da5_peak_min,da6_area_max,da6_area_min,da6_slope_max,da6_slope_min,da6_peak_max,da6_peak_min,da7_area_max,da7_area_min,da7_slope_max,da7_slope_min,da7_peak_max,da7_peak_min,da8_area_max,da8_area_min,da8_slope_max,da8_slope_min,da8_peak_max,da8_peak_min,da9_area_max,da9_area_min,da9_slope_max,da9_slope_min,da9_peak_max,da9_peak_min,da10_area_max,da10_area_min,da10_slope_max,da10_slope_min,da10_peak_max,da10_peak_min,da11_area_max,da11_area_min,da11_slope_max,da11_slope_min,da11_peak_max,da11_peak_min,target
2166,2166,0.449094789,-0.205326942,0.032986812,-0.049219083,0.0,-0.371592316,0.416455632,-0.451589676,0.100351685,-0.031429238,0.416586206,0.0,0.584157076,-0.177390349,0.0342826,-0.061716434,0.173624848,-0.07512728,0.269272549,-0.298302023,0.056418879,-0.033985808,0.033023652,-0.117666367,0.05716131,-1.919544914,0.013694503,-0.021711242,0.024623326,-0.25309062,0.186888384,-2.039010151,0.062890795,-0.058996128,0.267746297,-0.073853356,0.659819426,-0.384852383,0.031726973,-0.054410954,0.052306016,-0.199760879,2.32861247,-0.290075578,0.023984997,-0.08836983,0.010171337,-0.406754815,0.144671581,-0.236858194,0.037778411,-0.055373751,0.0,-0.408938732,0.16471879,-0.242018929,0.0466066,-0.050178234,0.0,-0.313343914,0.160955687,-0.261747482,0.061281952,-0.045272677,0.0,-0.209034572,0.221858274,-0.230123422,0.065939278,-0.038355761,0.083605631,-0.06710443,0
2503,2503,3.191987577,-1.251803976,0.015281722,-0.057458532,0.219675538,-0.484111858,2.135012187,-0.83127803,0.027562261,-0.032309307,0.178870423,-0.223114058,1.489534476,-1.234839828,0.042953628,-0.091792651,0.189583356,-0.393336485,2.754107316,-0.079879804,0.02850972,-0.056518065,0.194653847,-0.18557215,0.431636786,-0.267263476,0.011104774,-0.025530978,0.093487207,-0.050434165,1.596989625,-1.005969166,0.02088933,-0.021578728,0.160214431,-0.209441915,0.93423649,-1.480264684,0.017249009,-0.066829753,0.417592831,-0.124935341,1.28085503,-0.30806182,0.001425349,-0.051614885,0.314112883,-0.074616935,1.210044028,-0.942174617,0.007479641,-0.07433748,0.201041941,-0.383629256,1.504864131,-0.838342739,0.005959968,-0.072477222,0.254419845,-0.35353724,1.382499448,-0.86306279,0.006318274,-0.074575007,0.23207243,-0.364407502,1.103679945,-2.283642908,0.042734694,-0.051475346,0.340457397,-0.215960147,0
485,485,0.915587689,-0.143254731,0.023543464,-0.037548546,0.099301826,-0.119491116,1.163914302,-0.183132617,0.009954779,-0.060545749,0.248036491,-0.036500026,0.28045962,-0.25384945,0.004791257,-0.006576692,0.041240034,-0.039463849,2.516821366,-0.874616606,0.051995472,-0.036447265,0.128485311,-0.387823043,0.462886689,-0.1686723,0.012366938,-0.016066628,0.008794795,-0.094909438,0.0,-0.048224745,0.003283166,0.0,0.000955061,-0.015008686,0.270009263,-0.26349226,0.066884087,-0.022262214,0.161104809,-0.121557143,0.364049471,-2.822060737,0.044342128,-0.001712136,0.0478102,-0.46952367,3.242238585,-0.170820672,0.01221368,-0.044143063,0.48803435,-0.032533147,0.490975142,-0.220646758,0.01050164,-0.01247666,0.067123397,-0.049965982,0.470387572,-0.306161615,0.061391511,-0.017975747,0.063407749,-0.09375631,0.50338244,-0.394484157,0.060238989,-0.02077951,0.033966512,-0.170952857,0
613,613,0.358903902,-0.094217013,0.107198532,-0.077607166,0.202604285,-0.140487586,0.255084477,-1.88477245,0.107925646,-0.080695642,0.219662434,-0.326158227,0.429400672,-2.637912291,0.052907431,-0.049613094,0.064329432,-0.414612094,0.053592702,-2.998099401,0.11509821,-0.086392254,0.172942529,-0.448119812,0.97353766,-0.169501825,0.068510515,-0.043208538,0.233414234,-0.104571183,0.526161913,-1.355687343,0.046557651,-0.056682469,0.137421325,-0.357732824,0.921917236,-2.430738445,0.047726712,-0.04920036,0.102590169,-0.470370406,2.246860629,-0.36740814,0.047807925,-0.044832492,0.283198804,-0.113009891,2.215429262,-0.354301976,0.072036852,-0.07408516,0.277853411,-0.155430106,2.19661102,-0.339892593,0.04247696,-0.048042857,0.292711213,-0.112297725,1.959247724,-0.915531284,0.040341729,-0.045398806,0.279866922,-0.14389176,2.243061673,-0.298499669,0.053577327,-0.056913753,0.278772911,-0.121891582,0
885,885,0.061018877,-0.044144341,0.005709033,-0.0023204,0.006920209,-0.024943145,0.311079545,-0.247333959,0.03034437,-0.028879862,0.046605707,-0.067287082,0.586574554,-1.074668959,0.092580353,-0.092386141,0.150126102,-0.261328518,0.956379766,-0.536402569,0.017216635,-0.014847674,0.135654765,-0.080712712,0.201751725,-0.38007276,0.01060295,-0.014943278,0.052272039,-0.036186669,0.393945078,-0.225628302,0.04679768,-0.041230515,0.061417778,-0.102625374,0.805011382,-0.379844908,0.012689358,-0.025326198,0.068399096,-0.110500527,1.580577813,-0.88814537,0.02435728,-0.039635561,0.296698189,-0.073442376,1.102922879,-0.267102031,0.013701164,-0.011008198,0.185166486,-0.020752969,0.658717712,-0.846470863,0.045587279,-0.046402043,0.159291698,-0.105532701,0.714722203,-0.548051593,0.071053899,-0.07842683,0.071352426,-0.267047088,0.461568953,-0.398987071,0.054024487,-0.057935486,0.079690991,-0.105442594,0
1264,1264,1.260839169,-0.439084247,0.075370914,-0.033377349,0.041316669,-0.257453708,1.866595742,-0.133539318,0.069285028,-0.085324142,0.480898797,-0.011748644,1.01780415,-0.58545192,0.059840917,-0.08502987,0.094947679,-0.280079215,2.149037251,-0.6101752,0.093222655,-0.052460909,0.3697922,-0.286708123,0.089393162,-0.119607804,0.035742104,-0.064710924,0.010408284,-0.115809022,1.245661759,-0.13611357,0.067475055,-0.09068151,0.244234165,-0.090476868,0.467894638,-0.892552678,0.118011016,-0.044229364,0.381662531,-0.040715509,0.237118609,-0.371383376,0.013744187,-0.027827101,0.048412957,-0.063352922,0.632861427,-0.352762326,0.015309466,-0.019502562,0.098480728,-0.070807687,1.08996542,-0.327640276,0.029122083,-0.023228722,0.036652824,-0.195772906,0.35943403,-0.005593426,0.063305312,-0.08814909,0.300277064,0.0,0.565952881,-0.052035168,0.071954516,-0.07933978,0.258011192,0.0,0
1799,1799,0.070587294,-0.447695374,0.038742649,-0.046969776,0.06475076,-0.083212307,1.134546069,-0.439925269,0.042465502,-0.066919095,0.142577322,-0.122386665,0.220420394,-1.126617951,0.033893731,-0.052557713,0.073411845,-0.173435853,0.232942131,-0.173799789,0.052672705,-0.0673371,0.086088236,-0.109461798,0.048064795,-1.890268318,0.031112528,-0.044815566,0.051437903,-0.306437501,1.178380085,-0.884435058,0.032709648,-0.067229048,0.172514215,-0.147709611,0.839494587,-1.636259589,0.03601404,-0.066649447,0.121158907,-0.26057602,2.784342827,-1.869424169,0.03614861,-0.071817688,0.454715516,-0.347022795,0.214391616,-0.417514603,0.067535257,-0.077559134,0.083416913,-0.206607226,0.84620202,-0.346199732,0.03924657,-0.049211474,0.170689679,-0.112682301,1.535178861,-0.459091401,0.066285663,-0.116465876,0.314867079,-0.129312751,1.625951957,-0.269039515,0.060017847,-0.090637595,0.233267054,-0.131579792,0
1883,1883,0.310370553,-0.195264275,0.037755064,-0.021073671,0.078981144,-0.06431721,0.279577483,-0.145409456,0.017493363,-0.009468984,0.067127501,-0.042772818,3.257080986,-0.177810286,0.015586032,-0.037906682,0.459500349,-0.062752179,0.33878879,-3.595899892,0.027038653,-0.066430325,0.097331629,-0.48550145,0.094314753,-0.891269722,0.062567106,-0.046551315,0.104386986,-0.104650822,0.341116554,-0.210796842,0.014566434,-0.011668627,0.052500816,-0.048287347,0.782907759,-0.249002977,0.015464445,-0.006026911,0.090951598,-0.065286721,0.066405598,-0.102579342,0.002643965,-0.00176235,0.015471511,-0.013763217,0.0,-2.021799317,0.02289489,0.0,0.0,-0.316638777,0.340892314,-0.105045583,0.029598018,-0.009724465,0.136610708,-0.046509996,0.25102657,-0.475891055,0.029390882,-0.004555143,0.062157264,-0.143014297,1.503879939,-0.253825898,0.044297735,-0.012753708,0.27723966,-0.086659715,0
322,322,0.2197603,-0.016421349,0.015641766,-0.005980578,0.020540067,-0.037998687,0.303085741,-0.019252364,0.0,-0.088891058,0.123299857,-0.423914804,1.007449261,-0.14951172,0.062546043,-0.068013736,0.0,-0.397115611,1.601219513,-0.13828327,0.019852217,-0.055620289,0.082497909,-0.269184439,1.242793145,-0.061504827,0.024228335,-0.013683991,0.143411323,-0.056671887,0.4624896,-0.267285862,0.0,-0.079614529,0.083541097,-0.431350086,0.560390297,-0.214085428,0.042218071,-0.067173505,0.0,-0.479192791,1.044402389,-0.784722605,0.023111945,-0.067685389,0.0,-0.513712567,2.864167042,-0.363943789,0.02579802,-0.061045496,0.048287786,-0.474048822,1.283054344,-1.835325401,0.024320465,-0.070672826,0.158108422,-0.369848869,0.479649519,-0.196440233,0.057553977,-0.117750532,0.062374272,-0.310161605,0.080593543,-0.386479892,0.081735553,-0.089829073,0.127278327,-0.154342993,0
905,905,1.085455059,-1.726229231,0.020994572,-0.015821486,0.278633476,-0.131417996,1.930231271,-0.067848909,0.032367745,-0.057829982,0.463150937,0.0,1.301117876,-1.947007966,0.008210615,-0.033164379,0.377264065,-0.113404759,0.609960622,-0.57655227,0.018499895,-0.01858885,0.100774788,-0.102009409,0.628030268,-1.869145473,0.026519395,-0.028063645,0.327939723,-0.044472062,1.253926801,-1.844098879,0.017130366,-0.03300342,0.469650916,0.0,1.074194275,-2.373121815,0.014862472,-0.026538976,0.463566486,-0.027179193,2.462956287,-0.893154045,0.040742364,-0.052395185,0.438709043,-0.047530473,1.461791065,-0.889148496,0.044135888,-0.021247041,0.409310723,0.0,0.0,-3.014460202,0.038965847,0.0,0.0,-0.488101567,1.933976689,-1.444158467,0.036773651,-0.024002792,0.516902999,0.0,1.73004155,-1.937605886,0.041626343,-0.029663021,0.571738053,0.0,0
2022,2022,0.083570165,-0.098684908,0.006330301,-0.006266749,0.009586076,-0.025784281,0.614606342,-0.904337143,0.008657222,-0.014469535,0.125938464,-0.092131225,0.589756525,-1.917646824,0.040258218,-0.029728549,0.167730125,-0.206015446,0.278659465,0.0,0.001465934,-0.002356409,0.037529595,0.0,1.519466271,-0.287975661,0.036364898,-0.017958882,0.194296849,-0.123314896,0.716894194,-2.14846426,0.039650546,-0.028353496,0.220211896,-0.172208208,1.725382123,-0.655594841,0.035607079,-0.01605562,0.158343997,-0.17193191,0.942730606,-1.663437699,0.053426754,-0.068208148,0.219562245,-0.192136812,0.932418284,-0.99042556,0.038780047,-0.039164107,0.0891644,-0.208259822,0.237921185,-1.17246268,0.002202295,-0.026868298,0.153082317,-0.139993159,0.815965431,-1.120500092,0.053803548,-0.024987437,0.195249493,-0.190513342,0.173266633,-1.223497172,0.028989651,-0.039904979,0.073597675,-0.20069661,0
105,105,0.042196175,-2.252275396,0.009339902,-0.016840063,0.03001591,-0.319244605,0.4357502,-0.195531738,0.010709719,-0.002016095,0.018746091,-0.078230668,0.0,-2.619450005,0.000792606,-0.030282741,0.0,-0.396916491,0.251996481,-0.699036305,0.080763396,-5.01e-05,0.177245067,-0.137491026,0.120097161,-2.517018273,0.003873743,-0.024397602,0.021641872,-0.371454781,0.235658913,-2.757110728,0.010933915,-0.036921,0.034657022,-0.430841581,1.252161165,-0.16610768,0.056209321,-0.05172516,0.212081271,-0.054489164,1.209432292,-0.571071196,0.078793261,-0.071351286,0.269318188,-0.041027848,1.082879164,-0.942303592,0.080279816,-0.062156639,0.250969189,-0.07447288,0.764686668,-1.289805887,0.084760337,-0.084616878,0.312864094,-0.070760279,2.37952696,-0.272927302,0.113576961,-0.069422878,0.326846099,-0.193863045,1.895843325,-0.324198238,0.094448775,-0.049768251,0.273045537,-0.207041982,0
2210,2210,1.735283374,-0.102768465,0.038119651,-0.042526537,0.288651591,0.0,0.542718781,-0.311761202,0.073593687,-0.019402979,0.23407309,-0.074963462,1.551235501,-0.08190628,0.032039162,-0.039155568,0.318232068,0.0,1.943807884,-0.51593428,0.044405279,-0.041350256,0.296350396,-0.105293626,1.672521732,-0.083478995,0.035143257,-0.040814176,0.30683296,0.0,1.103204068,-0.069498992,0.025781925,-0.037030774,0.319447902,0.0,0.325893382,-0.43704034,0.065628439,-0.09542877,0.214042178,-0.060084387,0.228410275,-1.817177855,0.121831855,-0.000430786,0.24336661,-0.315923544,0.235474594,-1.57606821,0.010541946,-0.024920551,0.149012796,-0.166273553,0.499391476,-2.116921906,0.095468229,-0.079135571,0.336320623,-0.250076775,0.769981138,-1.135699764,0.049191011,-0.050451658,0.161127272,-0.180470913,0.778565669,-1.598397387,0.012981603,-0.021225282,0.316155264,-0.005241563,0
2849,2849,0.391340742,-0.129924905,0.018879804,-0.007965003,0.009364573,-0.104525626,0.493506116,-0.241690702,0.018356335,-0.017699218,0.036195645,-0.086775688,0.391577672,-0.919233238,0.086854574,-0.072608015,0.334806135,-0.146962368,2.268929755,-0.136871245,0.071395106,-0.017194605,0.004065716,-0.447258089,1.214118141,-0.41752404,0.085282688,-0.074938569,0.285536872,-0.09336661,0.724147392,-0.775340494,0.092159825,-0.019418883,0.377696921,-0.050751629,1.446072668,-1.777024876,0.046541679,-0.081336379,0.085949512,-0.45314911,0.157139695,-0.143237281,0.012487244,-0.013445169,0.027844218,-0.051463041,0.360481699,-0.656300704,0.018119857,-0.025004475,0.121058283,-0.112466822,0.152439174,-0.637562573,0.033698668,-0.067492559,0.034370209,-0.221480848,0.181298476,-0.158291996,0.014997267,-0.007507422,0.020392163,-0.056342945,1.161997605,-0.705685236,0.076221316,-0.046549755,0.287307134,-0.086775361,0
151,151,2.047346622,-0.888316395,0.025948565,-0.029853825,0.256077068,-0.170999152,0.328190029,-1.181423526,0.00817222,-0.06249818,0.014036522,-0.447534302,0.606360869,-0.070373687,0.001763467,-0.061372752,0.014499619,-0.383472616,0.510025613,-0.333106853,0.009615814,-0.071868857,0.041002631,-0.336976625,0.713776393,-0.535810332,0.0,-0.07306879,0.028349675,-0.377805478,0.318803826,-0.581685186,0.0,-0.058215662,0.008635767,-0.40939433,0.701433496,-0.61775393,0.020424896,-0.048088622,0.0,-0.326169482,0.255889242,-0.815769043,0.013718478,-0.060845713,0.002902854,-0.368300122,0.257651594,-0.323267467,0.0,-0.05218197,0.0,-0.286677107,0.278470738,-0.583321365,0.006683029,-0.047510054,0.0,-0.295010758,0.64023761,-0.732524538,0.012913532,-0.06519359,0.025499732,-0.332464004,1.134158963,-0.208737596,0.010366208,-0.038330587,0.124623348,-0.108099778,0
176,176,1.380403047,-0.286942398,0.040671258,-0.027403217,0.232472958,-0.015308913,1.464553758,-0.36435811,0.062825785,-0.030659628,0.17991849,-0.115315824,0.629344131,-0.151594466,0.009650692,-0.030775181,0.063736801,-0.078138921,1.194958663,-0.822821567,0.049972464,-0.063054267,0.183971026,-0.26449673,1.349633033,-0.131648706,0.020609444,-0.024043404,0.127868748,-0.117842679,0.735675889,-0.283157314,0.046294854,-0.022189382,0.108152472,-0.058220962,0.235305964,-0.595976453,0.033664435,-0.0263561,0.149686818,-0.014534754,2.941906066,-0.713770986,0.046878399,-0.0338248,0.312802617,-0.307599808,1.331794615,-0.318563569,0.047444896,-0.024465218,0.16934439,-0.077743874,1.357100317,-0.073895418,0.05064669,-0.029687899,0.141945613,-0.078568665,1.044234276,-0.252829268,0.069428534,-0.034282917,0.124361361,-0.065419811,1.121800039,-0.172907266,0.051358344,-0.020300788,0.129020755,-0.058950638,0
578,578,0.605131046,-0.001368031,0.028849652,-0.029702773,0.107269145,-0.035862423,0.023009603,-0.285294098,0.013425873,-0.023707276,0.02706712,-0.064837972,0.058790204,-0.616175883,0.013593681,-0.021650574,0.035214979,-0.094088918,0.472894264,-0.109039881,0.011733285,-0.015205797,0.04704239,-0.060025669,1.341257278,-0.275984212,0.056588531,-0.053529544,0.221984006,-0.081779801,0.042902168,-0.427561194,0.013220948,-0.023030564,0.031311237,-0.077460006,0.3072664,-0.13055592,0.024776313,-0.009158822,0.030514894,-0.05610261,0.196870687,-0.100703705,0.059366354,-0.006504153,0.08530545,-0.176517578,0.309340263,-0.079300246,0.060954151,-0.027164959,0.09389612,-0.196878695,0.04168367,-0.044796207,0.029248773,-0.028112397,0.020725206,-0.061424779,0.346685197,0.0,0.018385936,-0.020840894,0.060607233,-0.020882734,0.504494711,0.0,0.021290231,-0.018605524,0.078569245,-0.011224027,0
2,2,0.733808771,-0.181056345,0.030798976,-0.011149505,0.070426926,-0.103277134,0.275385402,-0.132797883,0.023626217,-0.012801216,0.061687247,-0.050876001,0.146816352,-0.170806913,0.024360217,-0.014773779,0.063772597,-0.03136488,0.243450042,-0.553826324,0.025045559,-0.012702104,0.051192885,-0.105231378,0.299072632,-0.442747056,0.03086515,-0.019103544,0.074351555,-0.07208915,0.235498694,-0.139166624,0.021886183,-0.013510176,0.063894341,-0.04072035,1.871319518,-1.663279055,0.044842733,-0.026981795,0.233357849,-0.303851994,0.644429628,-0.222695921,0.015030203,-0.012965302,0.115044601,-0.030977303,0.108753693,-0.112473377,0.014614829,-0.007251412,0.032890239,-0.035881102,3.154065729,-2.821720793,0.037583595,-0.100320783,0.399777073,-0.406254579,0.658933502,-0.110680007,0.022094203,-0.005726213,0.060370216,-0.112087387,0.273944532,-0.740844756,0.029270651,-0.007336893,0.087878258,-0.123493803,0
2141,2141,0.312797322,-0.255100714,0.014862511,-0.013853616,0.040464903,-0.062921222,0.076863241,-0.153726482,0.010959926,-0.010698868,0.023979152,-0.037550134,0.158536199,-0.297733731,0.010790126,-0.011122885,0.069500792,-0.031955144,0.042475475,-0.144665899,0.024149886,-0.037458026,0.05324675,-0.06223281,1.026149808,-0.489962254,0.036868526,-0.016192536,0.107915702,-0.164146348,0.062314348,-0.216755522,0.011758108,-0.010943852,0.042387735,-0.024384448,0.837858874,-1.247658525,0.066037939,-0.021073504,0.19885836,-0.268962775,0.6487771,-0.162092967,0.016784304,-0.013433599,0.113461389,-0.019834791,1.502310518,-3.182916216,0.028729823,-0.019892274,0.622675546,-0.009481578,0.512182413,-0.010765953,0.01300162,-0.01411838,0.066446982,-0.03787102,1.873209556,-2.224594427,0.039004484,-0.046789589,0.255582045,-0.335984215,0.176128916,-3.353207771,0.065487199,-0.023978814,0.45771632,-0.089117584,0
814,814,0.761898085,-0.513309242,0.061007732,-0.023048223,0.490902161,0.0,0.239708192,-0.217796657,0.019718061,-0.094107333,0.0,-0.355860875,0.57053431,-0.290865454,0.129109458,-0.026775454,0.207244239,-0.447918688,0.176218774,-0.434379601,0.023828788,-0.035271158,0.040181901,-0.095314492,0.909533809,-0.084585252,0.034162765,-0.041699825,0.170564611,-0.038606081,0.134531712,-0.187063993,0.014561405,-0.077869068,0.0,-0.262092312,0.415537889,-0.229068241,0.007519511,-0.007358299,0.05374699,-0.045268147,0.073495964,-0.295682051,0.014105626,-0.00961053,0.035677038,-0.051253394,0.101659946,-0.116205363,0.009942627,-0.002732221,0.028383834,-0.022689589,0.307147103,-0.075835228,0.009482848,-0.002640149,0.04266081,-0.02918252,0.178579097,-0.229326725,0.031264273,-0.100130775,0.0,-0.371913945,1.967633869,-0.351645951,0.046251009,-0.032652365,0.061939208,-0.325674474,0
1406,1406,0.335054211,-0.17927435,0.020959317,-0.018490399,0.076795017,-0.050052488,0.101149117,-0.091965307,0.020025394,-0.022148562,0.032983538,-0.051236226,0.050066107,-0.132266115,0.018418145,-0.020702422,0.018758866,-0.061387525,0.3240029,-0.16200145,0.031922888,-0.061551952,0.092171995,-0.084713789,0.397565442,-0.790432406,0.08154032,-0.05388156,0.238928309,-0.186474188,0.003469434,-0.137887178,0.018850492,-0.021313178,0.023916034,-0.057279726,0.929858512,-1.032496817,0.088838185,-0.045416426,0.2623348,-0.033371165,1.08948814,-0.249765923,0.016938164,-0.022094225,0.178150575,-0.028127302,0.160681109,-0.176132561,0.013812052,-0.009847953,0.066693811,-0.008190203,0.125444834,-0.136250721,0.016501648,-0.012891584,0.062420984,-0.009719995,0.269112272,-0.249370495,0.023793907,-0.013403863,0.053496698,-0.054471538,0.310976525,-0.513311394,0.019034902,-0.018673958,0.059827186,-0.090054263,0
1327,1327,0.439715169,-0.453179744,0.049633796,-0.094596871,0.202447002,-0.080208639,0.017766201,-0.462675329,0.047620398,-0.061928179,0.142177183,-0.030019662,0.721429822,-0.446664071,0.050384791,-0.064065829,0.173571834,-0.123195686,1.012793318,-0.438514055,0.044002148,-0.067359671,0.18832195,-0.147657023,1.082017452,-0.12698545,0.122198282,-0.083718515,0.198803484,-0.408339824,0.78739501,-0.157893112,0.025682431,-0.039387752,0.171953081,-0.083480843,0.837744399,-0.430225933,0.053515189,-0.064572103,0.175688064,-0.135777163,0.175754121,-0.466323773,0.053451146,-0.029262646,0.186655887,-0.139038352,1.09956407,-0.251047112,0.036941667,-0.059390128,0.189682943,-0.19997721,2.100461643,-0.034668393,0.046020097,-0.073264196,0.228605028,-0.174479221,0.521726328,-0.702218611,0.024088199,-0.026500335,0.12437272,-0.09931358,0.108812656,-0.335872152,0.077205752,-0.124171593,0.258587293,-0.06518504,0
2011,2011,1.381161956,-0.273031525,0.013135523,-0.013966172,0.151932869,-0.073342813,0.517441906,-0.336836331,0.054627712,-0.035627859,0.299039829,-0.004105,0.445544351,-0.447856884,0.021349024,-0.034969798,0.114650885,-0.061463305,3.288123476,-1.205849015,0.099506563,-0.101886887,0.257691484,-0.54227319,3.535784882,-0.313364098,0.004582829,-0.031088782,0.566979471,-0.03315773,0.282140118,-0.329646415,0.032607424,-0.02711213,0.172674236,-0.025401326,0.0,-3.104251698,0.036136565,0.0,0.0,-0.481037978,0.315978597,-0.052506296,0.003730312,-0.001807276,0.035924816,-0.018005068,0.233394671,-3.324347367,0.02659114,-0.052879439,0.121494144,-0.463517996,2.770740132,-0.005339755,0.092542229,-0.040745665,0.331136663,-0.15450721,0.085669612,-0.913169888,0.017809515,-0.014016494,0.014303632,-0.146535798,0.542394495,-0.295379085,0.045470009,-0.025149,0.0,-0.28729119,0
3574,3574,0.174158249,-0.352988362,0.02161278,-0.006462195,0.049677598,-0.061924675,2.292787419,-0.051028318,0.034726175,-0.085315583,0.091677815,-0.322830042,2.160899883,-0.12137871,0.026049357,-0.079458427,0.076917483,-0.308595247,0.118339962,-0.020602208,0.013114545,-0.006231767,0.01162775,-0.038022593,0.166640267,-0.073318742,0.0,-0.031013361,0.150520764,-0.020566572,2.240715986,-0.131709826,0.033215749,-0.082516222,0.088208428,-0.316336482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2043,2043,0.231770827,-0.279562333,0.012118906,-0.00723268,0.046111072,-0.041283792,0.312394325,-0.291698363,0.079823463,-0.063097197,0.185967022,-0.085756025,0.0,-1.245108201,0.038493611,-0.060087391,0.031926111,-0.221871584,0.391871504,-0.327189336,0.045551268,-0.071356314,0.0,-0.637281977,0.260585286,-0.130292643,0.008656793,-0.008851768,0.020301286,-0.051811449,0.224071414,-0.515414832,0.045979754,-0.058438338,0.120001617,-0.120655554,1.599557886,-0.971615306,0.01668795,-0.058950281,0.191658319,-0.266158671,0.654609901,-0.367173419,0.004601148,-0.047776554,0.061942379,-0.305360616,1.480541758,-0.459705425,0.014585653,-0.054618644,0.239258425,-0.20275871,1.386004809,-0.70257429,0.035445955,-0.022261514,0.181234599,-0.210444997,0.885043381,-2.772957221,0.016881584,-0.030178457,0.352113411,-0.191830391,0.286202597,-2.055539138,0.036080326,-0.052871266,0.194231168,-0.202846806,0
3650,3650,0.447046299,-0.481524223,0.023159345,-0.014015579,0.020946275,-0.151198474,0.97345969,-1.94691938,0.038924874,-0.030962516,0.264302242,-0.245070872,0.895944841,-1.791889682,0.030678091,-0.045710842,0.258069351,-0.193764019,0.0,-3.114113615,0.044860858,-0.029137087,0.265182658,-0.292463466,1.602995645,-0.985647994,0.02948604,-0.029745239,0.25534377,-0.152892939,0.934778249,-1.869556499,0.034720466,-0.043050238,0.260792544,-0.219915333,0.401331848,-0.689964001,0.024608947,-0.035945315,0.164258482,-0.059102582,0.121316431,-0.206516494,0.030673729,-0.068797077,0.0,-0.302623991,0.100672192,-0.20816134,0.007415921,-0.071249991,0.0,-0.337366866,0.649394543,-0.545289802,0.025613769,-0.020943314,0.208539851,-0.011821738,1.992132144,-0.592382029,0.098927117,-0.01408891,0.49969808,-0.014452475,0.428297108,-0.514097827,0.088184059,-0.010318874,0.437730295,0.0,2
1855,1855,0.407712648,-0.232758402,0.036597321,-0.015100381,0.141248009,-0.096122697,1.108360377,-0.591442791,0.062462513,-0.049877146,0.449962181,0.0,0.826153781,-0.369410377,0.032434625,-0.0537889,0.183739439,-0.088441039,0.623397395,-2.950001896,0.045143713,-0.018232031,0.058570754,-0.438166431,1.109436119,-0.339511622,0.030187107,-0.084411749,0.015297976,-0.278110689,0.807902742,-0.393712744,0.046255602,-0.037275221,0.311349056,-0.002472038,0.760758361,-0.604402509,0.049153662,-0.048478515,0.352772789,-0.02649555,0.132816303,-0.264815203,0.03556912,-0.05890428,0.0,-0.218697105,0.26316528,-0.559651883,0.008785531,-0.088703487,0.0,-0.403266798,0.568960488,-0.124120687,0.041025585,-0.010988877,0.163376138,-0.057109488,0.536250126,-0.321979765,0.040619307,-0.009806155,0.161191301,-0.09276764,1.454749625,-2.7784964,0.106054574,-0.085530735,0.655493867,-0.064879452,0
2787,2787,2.707605174,-0.357942229,0.08682357,-0.053983007,0.392202819,-0.108419129,0.109665076,-0.064897061,0.010961666,-0.000852078,0.023572287,-0.042237209,3.463151721,-1.758790589,0.033722592,-0.09885656,0.098044171,-0.707931205,1.46134118,-0.152846331,0.008295492,-0.055330159,0.040877331,-0.316456016,1.045058102,-0.192271214,0.013707932,-0.086897788,0.165913005,-0.066581876,0.132253811,-0.106464104,0.013535315,-0.000969223,0.031414271,-0.04094231,1.222135107,-0.156368053,0.041340164,-0.043482979,0.0,-0.291563471,0.8558066,-0.218888476,0.085873769,-0.026335277,0.060041374,-0.241212827,0.579015055,-0.098981684,0.022443505,-0.035354401,0.091794814,-0.098221717,0.432184743,-0.581957789,0.027761358,-0.010196938,0.111406114,-0.109534276,0.477022416,-0.199126935,0.015836114,-0.006253593,0.077809062,-0.046996409,0.410969699,-0.091386361,0.017351118,-0.007929257,0.072396035,-0.02367422,0
