,Unnamed: 0,da0_area_max,da0_area_min,da0_slope_max,da0_slope_min,da0_peak_max,da0_peak_min,da1_area_max,da1_area_min,da1_slope_max,da1_slope_min,da1_peak_max,da1_peak_min,da2_area_max,da2_area_min,da2_slope_max,da2_slope_min,da2_peak_max,da2_peak_min,da3_area_max,da3_area_min,da3_slope_max,da3_slope_min,da3_peak_max,da3_peak_min,da4_area_max,da4_area_min,da4_slope_max,da4_slope_min,da4_peak_max,da4_peak_min,da5_area_max,da5_area_min,da5_slope_max,da5_slope_min,da5_peak_max,da5_peak_min,da6_area_max,da6_area_min,da6_slope_max,da6_slope_min,da6_peak_max,da6_peak_min,da7_area_max,da7_area_min,da7_slope_max,da7_slope_min,da7_peak_max,da7_peak_min,da8_area_max,da8_area_min,da8_slope_max,da8_slope_min,da8_peak_max,da8_peak_min,da9_area_max,da9_area_min,da9_slope_max,da9_slope_min,da9_peak_max,da9_peak_min,da10_area_max,da10_area_min,da10_slope_max,da10_slope_min,da10_peak_max,da10_peak_min,da11_area_max,da11_area_min,da11_slope_max,da11_slope_min,da11_peak_max,da11_peak_min,target
1257,1257,0.112036211,-0.227629015,0.086712292,-0.013364255,0.176411592,-0.149064117,0.546202841,-0.113037639,0.039089209,-0.030125087,0.177179905,-0.034489156,0.320552667,-0.059107529,0.025271601,-0.018867903,0.062726412,-0.043923395,0.762383923,-0.080104234,0.028986671,-0.045486388,0.0,-0.285647066,0.493638313,-2.955555477,0.085805226,0.0,0.149263755,-0.615717408,0.913228259,-0.112350665,0.033350761,-0.023397048,0.165416571,-0.069052807,0.54171757,-0.494822387,0.014495209,-0.021843866,0.070523567,-0.092267315,0.00861084,-0.187380677,0.013442459,-0.064573409,0.0,-0.329267847,0.291893918,-0.154577891,0.007430562,-0.062902374,0.0,-0.30861355,0.376644091,-0.278549331,0.011277665,-0.06331793,0.0,-0.309853952,1.525474497,-0.094464453,0.016558345,-0.078949835,0.155484142,-0.291240555,1.278515356,-0.238625862,0.044389429,-0.036501936,0.250911218,-0.096178955,0
3154,3154,0.450344043,-0.03882122,0.029750837,-0.023377724,0.072568457,-0.039973568,0.309105807,0.0,0.021986498,0.0,0.044356928,-0.109906054,0.061840471,-0.168871749,0.007707439,-0.011136384,0.030685043,-0.034967014,0.131943141,-0.194528437,0.031088327,-0.018566827,0.127048105,-0.006457761,0.117762676,-0.24414278,0.025656937,-0.02565613,0.048200237,-0.035384041,1.106525741,-0.186666831,0.013082826,-0.040046502,0.189581403,-0.008615668,0.119752553,-0.225118734,0.03127505,-0.011846885,0.070401536,-0.077800477,0.277966152,-0.057588602,0.0,-0.013311113,0.02954252,-0.071981273,0.048359236,-0.124279325,0.0,-0.010715908,0.030500873,-0.051523167,0.105281063,-0.210562125,0.020343329,-0.022301829,0.062204772,-0.048596907,0.145719891,-0.102760816,0.005007951,-0.014956716,0.010047166,-0.046633611,0.084156024,-0.168312047,0.010286491,-0.006321817,0.002222902,-0.044759589,0
304,304,0.446823834,-0.36120552,0.027530468,-0.019807828,0.08820235,-0.078281206,0.662936726,-0.490219696,0.025545583,-0.027433312,0.118955259,-0.109057286,4.44e-16,-2.882834576,0.04714034,-0.024393707,0.420390533,-0.086171085,0.731227095,-0.473309903,0.031124498,-0.031101347,0.057070605,-0.140578436,0.889328087,-0.931089979,0.017250062,-0.109060672,0.204601996,-0.131830539,1.244116375,-0.172763121,0.093949533,-0.036318586,0.486947352,0.0,0.0,-0.847659579,0.014706971,-0.003539113,0.029482407,-0.085734395,0.357943174,-2.702416917,0.043121532,-0.049752336,0.20277035,-0.293318952,1.176185266,-2.5672061,0.015991271,-0.060932839,0.113022679,-0.493350902,1.516495064,-0.410978288,0.02118099,-0.008043949,0.250514166,-0.034817404,0.0,-2.567723232,0.112664576,-0.064984355,0.094746835,-0.349407951,0.481930064,-0.750633889,0.031572374,-0.028008775,0.079568926,-0.149063877,0
1773,1773,0.235820112,-0.224178022,0.018834474,-0.001914608,0.029859858,-0.07139595,0.317556088,-0.261753803,0.079972081,-0.027914917,0.282599442,-0.113257975,0.475757286,-0.042991606,0.062554366,-0.033764888,0.205560126,-0.138209348,0.15172699,-0.67205918,0.081772683,0.0,0.0,-0.548198779,0.118235029,-0.118254013,0.015374267,-0.013148919,0.021433674,-0.057092221,0.269675861,-0.204135222,0.072582723,-0.031095978,0.213747737,-0.139302966,1.666432726,-2.061947267,0.0,-0.029056765,0.573159572,0.0,2.219053549,-0.574194649,0.007270782,-0.044506081,0.410448261,-0.057985041,0.330561216,-0.355471105,0.014096124,0.0,0.089178909,-0.062728591,0.109455179,-0.892968575,0.0,-0.005543621,0.164502619,0.0,0.220323408,-0.228054938,0.110627027,-0.087445529,0.264387509,-0.048483434,0.423591577,-0.518669322,0.066315731,-0.04953303,0.19923416,-0.096915599,0
1041,1041,2.975110931,-0.707989848,0.104993453,-0.117351916,0.520519026,-0.127043356,1.959550803,-0.432485057,0.03730862,-0.036944722,0.433341512,-0.043471295,2.113652575,-0.434956824,0.027704794,-0.039959022,0.371085505,-0.090864566,1.825370877,-1.678958649,0.049013247,-0.055861892,0.454640018,-0.127160077,1.594011258,-0.663732809,0.024678523,-0.054563574,0.284539179,-0.09589214,1.93331822,-0.526719278,0.031376639,-0.033416594,0.399874562,-0.074161032,2.029783996,-0.279224799,0.001519718,-0.036701251,0.3576233,-0.107928185,0.958084229,-1.0964959,0.026047635,-0.055968473,0.029095905,-0.293726142,1.368073841,-0.424003351,0.030590264,-0.045007961,0.0,-0.353751422,1.976482667,-0.97746641,0.035090432,-0.045742802,0.203914754,-0.305246675,1.351408401,-1.399798358,0.075062044,-0.058735684,0.298559287,-0.2987586,1.535275457,-0.523298783,0.027120022,-0.071407568,0.237386189,-0.201090964,0
2614,2614,1.334370898,-0.245984967,0.075951304,-0.087890273,0.197074303,-0.211105643,0.731862098,-0.815957925,0.1017893,-0.013191665,0.260614104,-0.380350224,1.307694926,-0.656874548,0.089090528,-0.01789506,0.294442509,-0.239937479,0.196932017,-0.635795493,0.062763393,-0.035081661,0.051646707,-0.224754466,0.253200932,-1.40807483,0.130572904,-0.057486888,0.134994181,-0.27699712,1.696453521,-0.241579968,0.092910359,0.0,0.376923029,-0.267972741,0.312742308,-2.088641286,0.094015434,-0.062961051,0.337544576,-0.210386115,0.339154715,-0.645348485,0.072062993,-0.076831084,0.12545722,-0.234841799,0.8873889,-1.18425245,0.062545372,-0.108704372,0.242993721,-0.351516803,1.777992337,-1.080834256,0.151005328,-0.063323722,0.262868323,-0.335994708,2.656079423,-0.892893565,0.035310204,-0.101186008,0.362986597,-0.349537265,2.935790383,-0.496648306,0.107868997,-0.040184094,0.409317932,-0.225290064,0
2406,2406,0.132019076,-0.645253812,0.009030293,-0.006937613,0.00649077,-0.114050997,0.332404852,-0.477328718,0.012236245,0.0,0.032265672,-0.107532199,5.512253305,-0.343449726,0.05041911,-0.038276681,0.717972255,-0.073525728,0.209849759,-0.482163927,0.010746092,-0.004648131,0.00991577,-0.109378829,0.805594966,-0.763818427,0.092428976,-0.102421245,0.287203817,-0.027624487,0.417251192,-0.339096722,0.015796763,0.0,0.034540952,-0.098527988,1.208297994,0.0,0.021412802,-0.01146315,0.131932197,-0.063981511,0.325185433,-0.051183549,0.011067753,-0.013631362,0.0,-0.075545502,0.390130839,-1.494102592,0.016797722,-0.014812857,0.048732483,-0.258850411,0.853143497,-0.101823927,0.065624256,-0.097720887,0.21491191,-0.122326383,1.20034732,-0.094999727,0.010330329,-0.00852291,0.140929063,-0.041643366,0.691282171,-1.65050827,0.016200611,-0.008877281,0.063949975,-0.284729623,0
2190,2190,1.236701488,-0.154897878,0.07856023,-0.1066284,0.240517357,-0.198000152,0.680759349,-0.043529317,0.052079187,-0.032688968,0.112114892,-0.090247632,0.876181029,-0.098964932,0.037121145,-0.036515842,0.073162233,-0.134527977,3.124433795,-0.010050094,0.09318851,-0.037957901,0.36118208,-0.212140355,0.915367083,-0.192341016,0.084923429,-0.02502753,0.194365859,-0.250681932,0.874426809,-0.071067972,0.043048268,-0.034358935,0.10025308,-0.11264553,0.137434132,-1.212706316,0.021068131,-0.034478562,0.094880037,-0.131936437,1.062518808,-0.398356035,0.012088398,-0.027685893,0.109592675,-0.115375202,0.613543553,-0.268947327,0.036280162,-0.030080323,0.055683883,-0.101108155,1.22197751,-0.471042224,0.093062576,-0.05073915,0.282055413,-0.082880533,0.770012852,-0.429524758,0.063905005,-0.046658686,0.244497568,-0.066638949,0.28780801,-0.627254098,0.054785766,-0.045236825,0.095663134,-0.12168084,0
1772,1772,0.085684195,-0.463537134,0.029086927,-0.049524385,0.0,-0.417814687,0.109837225,-0.265542271,0.024143063,-0.059230402,0.0,-0.293741006,0.049574565,-0.408813078,0.003404098,-0.066066769,0.095169863,-0.130522986,0.345499446,-0.047089395,0.029172494,-0.056281252,0.0,-0.334842202,0.197476829,-0.446503548,0.039239029,-0.026737426,0.0,-0.451251081,0.07093616,-0.268737327,0.016661727,-0.064832714,0.0,-0.256251838,0.579960358,-0.107681499,0.031428651,-0.038287623,0.0,-0.327200955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500336745,-0.165825815,0.003748078,-0.074167596,0.125382486,-0.188691005,1.48793297,-0.993049561,0.041577351,-0.032896184,0.317595763,-0.088673112,0.339296847,-0.49593147,0.00144182,-0.076857427,0.116570447,-0.232434945,0
3747,3747,0.735427958,-1.470855915,0.10339633,-0.019436484,0.187647126,-0.287410222,1.663497909,-2.074589427,0.038148924,-0.0525863,0.309143013,-0.305702705,1.770273325,-2.507967156,0.022390765,-0.046015154,0.329512334,-0.314240714,0.234184008,-4.152678706,0.039172539,-0.026324921,0.263256367,-0.433542088,2.195487107,-2.349100163,0.030358351,-0.044934027,0.348378331,-0.298091449,1.518253044,-2.315192706,0.031191497,-0.048402438,0.294971618,-0.314817144,3.738181531,-0.98153895,0.06681793,-0.047246482,0.407133402,-0.333848554,0.84871775,-0.286755977,0.06139387,-0.046333655,0.241034398,-0.09657174,0.663877688,-0.729302992,0.057123823,-0.069855859,0.043743559,-0.277373249,3.526082295,-1.28491024,0.069638525,-0.055747459,0.339828651,-0.344643767,0.776647024,-0.392896196,0.034506633,-0.067326277,0.285615721,-0.09176531,0.281691926,-0.986504521,0.022360837,-0.038599439,0.245830327,0.0,2
3184,3184,0.584721444,-2.810449405,0.14333567,-0.090241111,0.372039465,-0.156576989,0.626737755,-0.313368877,0.0555573,-0.082782876,0.160144097,-0.135032565,1.263473213,-0.301823828,0.027814896,-0.07141659,0.0,-0.290973591,0.118050916,-0.668330241,0.010899793,-0.007942361,0.120906698,-0.008137816,0.895787327,-0.607577335,0.027421138,-0.054600243,0.185263098,-0.105974534,0.684813021,-0.388691936,0.046495245,-0.079218974,0.090086834,-0.207763652,3.157951169,-1.208481664,0.081462659,-0.082050322,0.208149593,-0.531211621,0.793608687,-0.965853931,0.096547401,-0.108361395,0.21038464,-0.343646321,0.812620662,-0.712698464,0.097712132,-0.110476906,0.278454539,-0.346170462,0.901598825,-0.061992448,0.096827338,-0.127921076,0.267132869,-0.231040272,0.482701395,-1.024190734,0.102541729,-0.1292352,0.362360945,-0.115931152,0.397925004,-0.795850007,0.090996629,-0.16192918,0.230602212,-0.24113022,0
1413,1413,0.381117368,-0.043378665,0.028154987,-0.010499576,0.061390177,-0.045244273,0.170622124,-0.142226825,0.026745476,-0.010908218,0.048177584,-0.045007913,1.092297246,-0.582806255,0.041000573,-0.025654118,0.165166006,-0.104951605,0.172376422,-0.18719788,0.027121523,-0.011511155,0.043893494,-0.073474674,0.611368221,-0.191796651,0.030186153,-0.01496376,0.071275412,-0.084217406,1.739282255,-0.216486422,0.132967544,-0.016593784,0.44277279,-0.047094844,3.156807336,-1.520121255,0.053025731,-0.03988778,0.201630425,-0.512562548,2.101310475,-1.002948534,0.040638901,-0.014628696,0.038267825,-0.454118415,0.216599203,-0.313579568,0.017019042,-0.004538185,0.105298063,-0.023634261,0.418749038,-0.3880491,0.01825101,-0.005730229,0.1277388,-0.01083659,0.74917405,-0.163841032,0.08834962,-0.163842689,0.255597257,-0.059261149,0.381829869,-0.214521083,0.092640594,-0.030538126,0.477853029,0.0,0
2683,2683,0.240650269,-0.596477849,0.037366809,-0.077511193,0.155521971,-0.090277951,0.13287711,-1.350761431,0.06537949,-0.05194902,0.036611547,-0.24830561,1.031165522,-2.555909312,0.099684834,-0.061780731,0.22857408,-0.416112112,0.273200643,-0.64473005,0.054966342,-0.043254176,0.022660845,-0.193894985,1.361165493,-3.251221157,0.095230233,-0.083008404,0.266390526,-0.422537415,0.204960628,-1.925115516,0.076864126,-0.05532943,0.045012509,-0.318103788,1.668670295,-0.258122164,0.042069372,-0.047294038,0.138697547,-0.144351861,0.687578409,-0.469660561,0.054179338,-0.072262947,0.182161988,-0.15266908,0.112213399,-0.318295404,0.042169922,-0.017281036,0.068464185,-0.036082917,0.331873729,-0.601916129,0.04686271,-0.025671728,0.102844962,-0.111544207,0.298105562,-0.767070825,0.047371146,-0.039731338,0.047028834,-0.183374108,0.335975271,-1.591810572,0.074696454,-0.050866689,0.067925426,-0.281315246,0
564,564,1.306195497,-0.803155177,0.072325759,-0.069969749,0.319927169,-0.104659514,0.610860378,-1.221720757,0.048150321,-0.063828456,0.325505542,-0.010616648,0.474820525,-2.119835956,0.025417323,-0.019986168,0.362165236,-0.035432145,3.43932322,-2.080751827,0.1161108,-0.049740431,0.259566474,-0.601897186,1.142253465,-1.723847472,0.019069877,-0.01869724,0.269891949,-0.146613417,0.116333341,-1.571048174,0.069724657,-0.056251503,0.351406062,0.0,0.713441472,-3.262430782,0.029601565,-0.044858759,0.296127176,-0.261127945,0.288143237,-0.350942703,0.011084853,-0.016389412,0.108343971,-0.005755095,1.417278465,-0.326407973,0.013126413,-0.017645727,0.226518134,-0.011524082,1.403112984,-0.334021861,0.012826011,-0.020279242,0.223132342,-0.014333289,0.992727184,-1.211508042,0.093155301,-0.101539771,0.355132654,-0.058870077,0.23892512,-0.490418956,0.018030185,-0.05897047,0.150082368,-0.09568904,0
3037,3037,0.637511774,-0.590495766,0.065451212,-0.085619352,0.139261276,-0.145671426,0.303849693,-0.272483529,0.027953499,-0.009719743,0.080578982,-0.068478638,0.498867689,-0.335436934,0.031701794,-0.010776074,0.133152625,-0.062124623,0.200396606,-0.470665894,0.028243718,-0.007825298,0.055102209,-0.110719276,0.67323389,-0.88429939,0.04575915,-0.056449794,0.272784088,-0.057680248,0.389252631,-0.271604212,0.028252199,-0.010619448,0.111052328,-0.060093825,0.544628679,-0.28130954,0.007961724,-0.00829353,0.102737307,-0.016494026,0.559397939,-0.365289713,0.022463077,-0.011387121,0.082767561,-0.090672948,0.509395522,-0.071639097,0.028441792,-0.011857525,0.050576999,-0.092073782,0.509199218,-0.079339137,0.025161287,-0.008444264,0.045534552,-0.096624545,1.412354629,-0.638859207,0.057706076,-0.086102362,0.289808657,-0.109697747,0.048730232,-0.573612307,0.038813557,-0.075268226,0.166676406,-0.055835248,0
3754,3754,0.122793323,-0.498551095,0.010251257,-0.020822713,0.0,-0.168610338,0.327467023,-0.510235077,0.053734439,-0.046532658,0.112221556,-0.192636413,0.074499613,-1.6931548,0.015681477,-0.029860704,0.0,-0.332410359,0.328758358,-5.316113311,0.045742955,-0.02874898,0.522235125,-0.241405767,0.193850657,-0.347795013,0.011737822,-0.020973455,0.0,-0.154081668,0.310670002,-2.006258355,0.020606013,-0.032722442,0.023854951,-0.375811663,2.332608311,-1.346242394,0.062595895,-0.065172925,0.517356692,-0.175308148,0.619482238,-0.543465921,0.006642046,-0.040744369,0.198795661,-0.049208783,1.145776929,-0.199121378,0.004958743,-0.034537239,0.132402252,-0.124767506,0.687326689,-1.42664155,0.031158661,-0.092196883,0.206830249,-0.332732714,0.29863136,-1.357305037,0.078469276,-0.036824241,0.174700757,-0.303519547,1.751128042,-0.597700455,0.017378629,-0.011019164,0.246881039,-0.082171378,2
3648,3648,0.148684869,-0.32577184,0.046943207,-0.000853023,0.033167057,-0.221032075,0.185541572,-0.380649854,0.094712123,0.0,0.108976751,-0.457550328,0.229191285,-0.384385468,0.103442585,0.0,0.124903452,-0.458744876,0.125896673,-0.290239071,0.056732746,-0.003048906,0.198092867,-0.030623402,0.128144255,-0.239317871,0.062618958,-0.034915424,0.158120148,-0.052856799,0.246691155,-0.23296269,0.097589679,0.0,0.110744659,-0.466563841,0.480042523,-0.396188006,0.017349152,-0.017162908,0.085379503,-0.057432503,0.054459491,-0.059061672,0.003916972,-0.003952042,0.021782053,-0.002376251,0.043974941,-0.133690521,0.001702738,-0.004839589,0.024975613,-0.01289381,0.032353747,-0.028058016,0.013135071,-0.019482571,0.018598619,-0.034456165,1.501117411,-0.295725859,0.038482387,-0.040039957,0.153265783,-0.228988878,3.130666538,-1.889947504,0.027467024,-0.082874023,0.444719961,-0.392252484,2
2154,2154,0.640042171,-0.376590658,0.026544733,-0.0128057,0.099228356,-0.163044913,1.005779134,-0.17025687,0.037360616,-0.017287756,0.19515866,-0.06195463,1.00213157,-0.144811393,0.03251183,-0.016501542,0.18885252,-0.055261714,0.172052676,-0.372608742,0.107508023,0.0,0.132182044,-0.508461735,1.92787239,-0.963936195,0.107871267,-0.023182064,0.52544811,-0.031535413,0.987198563,-0.155503536,0.035598385,-0.016144341,0.192051225,-0.059207159,0.110677953,-0.115283482,0.00849197,-0.009161439,0.038276813,-0.010769183,0.126848115,-0.098478164,0.014300887,-0.008548898,0.046660609,-0.008782958,0.535427637,-0.048765415,0.019510217,-0.013436332,0.118999404,-0.012416829,0.599929494,-0.181277447,0.023382665,-0.019763956,0.087944788,-0.071291001,0.826834212,-0.19406704,0.03115931,-0.022591677,0.176071061,-0.081365194,0.328715291,-0.406905898,0.023693484,-0.020570198,0.060960485,-0.08091895,0
1523,1523,0.239312521,-0.190470723,0.025361164,-0.005576705,0.067708796,-0.074282721,0.413939462,-0.205705032,0.024872098,-0.008044211,0.110239172,-0.066845066,0.754298487,-0.497701863,0.037749125,-0.005794498,0.170098673,-0.093813972,0.316767768,-1.952409752,0.023429934,-0.012380185,0.061652465,-0.27837418,0.903373103,-0.745541196,0.058710825,-0.052087304,0.221339869,-0.147353789,0.492477938,-0.222254105,0.031853402,-0.004817052,0.107687865,-0.072983983,1.040580885,-1.116233597,0.016160043,-0.046170698,0.340581709,-0.119133121,3.557968437,-0.387636439,0.076167329,-0.037685687,0.6309211,-0.069244464,1.083261038,-0.591586916,0.020780323,-0.042010084,0.132526094,-0.209732741,1.299124936,-0.372413681,0.019138708,-0.019494117,0.148870677,-0.103907993,3.349535442,-0.304553597,0.035715511,-0.035199209,0.290579513,-0.234057,2.127539327,-2.522985589,0.046153995,-0.043093126,0.382226183,-0.295004439,0
2270,2270,0.51464584,-0.134469631,0.036311935,-0.010864153,0.050244719,-0.114493085,0.356676622,-0.113809066,0.081275902,-0.053096394,0.464628188,0.0,0.769188638,-0.036153078,0.075824622,-0.088699786,0.396510599,0.0,0.036520879,-0.34365838,0.104644931,-0.041629751,0.121544865,-0.380908452,0.097932069,-0.156126892,0.005918873,-0.005749691,0.026036386,-0.020648391,0.411028391,-0.039793189,0.076906106,-0.068585757,0.400251127,0.0,0.818838452,-0.086785602,0.005841104,-0.02025128,0.127622559,-0.014434634,0.158901199,-0.021168258,0.017696659,-0.007801066,0.058786364,-0.016265143,0.50847494,-1.132083131,0.039093312,-0.012116512,0.112762069,-0.198504577,3.336555316,-0.416844513,0.116997967,-0.025029357,0.587679158,-0.079118687,1.652640975,-2.595978676,0.116140954,-0.038535052,0.59599675,-0.008681086,0.870664107,-0.442073955,0.008472454,-0.035451215,0.15129668,-0.093747644,0
1643,1643,0.481907325,-0.761394316,0.027181518,-0.010724321,0.072506277,-0.131789258,0.280565736,-0.567880929,0.022643476,-0.06965319,0.124651926,-0.219989186,0.492944839,-0.259354929,0.113951679,-0.10753077,0.277845156,-0.246175377,0.151127006,-0.662932832,0.0252861,-0.046039311,0.045448721,-0.188212336,0.0,-0.402372299,0.02074518,-0.001231233,0.034661757,-0.099302262,0.581582286,-0.317899912,0.045833516,-0.091190243,0.213335403,-0.23626334,2.452312796,-0.143823663,0.053472673,-0.052293395,0.441242915,-0.063658302,0.611960587,-1.907571002,0.034304301,-0.002787301,0.080371502,-0.329754895,0.343527387,-0.976857484,0.035776984,-0.042275215,0.06297096,-0.164389394,0.270157849,-1.029384736,0.029140339,-0.013495231,0.066984119,-0.164363433,1.771812969,-0.299714748,0.1095871,-0.016681549,0.323026073,-0.118200641,1.519710914,0.0,0.014657429,-0.019383943,0.244137907,-0.031971747,0
1917,1917,0.475822135,-0.151525654,0.066247837,-0.05104647,0.061672737,-0.119789222,0.565606784,-0.311362608,0.025392709,-0.011074508,0.089180644,-0.09123579,0.696991344,-0.318281311,0.017758715,-0.007472995,0.106952338,-0.069452484,0.589370172,-0.317274486,0.04000341,-0.021884102,0.142858401,-0.109613246,1.353764579,-1.787521036,0.023643014,-0.041709242,0.342161424,-0.187135088,0.669476147,-0.224199301,0.020585271,-0.008528902,0.095641577,-0.074180272,1.797921499,-0.522307737,0.023247406,-0.077072492,0.221812009,-0.186014168,0.459998706,-0.712713112,0.019023191,-0.013566512,0.119997939,-0.059686186,0.14824009,-0.306693466,0.019877549,-0.013251404,0.069283964,-0.047648139,2.939876372,-2.241124708,0.048204729,-0.032865337,0.417376782,-0.284734721,0.30719099,-0.688072735,0.03617156,-0.009142589,0.043890093,-0.188531045,0.869079275,-0.414888082,0.011537552,-0.028558947,0.066868223,-0.145531673,0
1975,1975,2.833688835,-0.463046116,0.136780024,-0.136543931,0.755700331,0.0,0.487364839,-0.089319914,0.068964131,-0.061369557,0.146305516,-0.05296443,0.484908588,-0.079671828,0.045438226,-0.06958248,0.097700758,-0.107725552,0.358345763,-0.125269514,0.033856152,0.0,0.106885283,-0.14302845,0.505899642,-0.406251086,0.006418693,-0.121054154,0.011136303,-0.386663404,0.519040867,-0.093933205,0.051598576,-0.062878931,0.1267378,-0.071542364,0.577081841,-0.252108199,0.035503004,-0.013868834,0.0,-0.219156082,0.143611117,-2.657199586,0.091294061,-0.079362235,0.246653719,-0.394253056,1.142294749,-0.341179285,0.070908448,-0.090519864,0.188522011,-0.250729024,0.238812519,-0.220471607,0.107243252,-0.090217766,0.257135801,-0.022787129,0.80615126,-0.093120631,0.086049655,-0.083095928,0.283576635,-0.029170313,0.91354994,0.0,0.08066731,-0.061860217,0.284843077,-0.003113119,0
3110,3110,0.655983022,-0.278212275,0.033065762,-0.014545598,0.142519411,-0.117345136,0.26101606,-0.072165895,0.083432204,-0.109463943,0.174962489,-0.096354953,0.228231737,-0.025428805,0.065907027,-0.09357586,0.071307809,-0.175024299,0.161248882,-0.061962634,0.054486318,-0.054790389,0.0,-0.524600382,0.236024659,-0.462895152,0.03672596,-0.08154182,0.0,-0.337046206,0.192919146,-0.051367926,0.071098759,-0.101848693,0.110414893,-0.11448883,0.106566116,-0.038982425,0.02009257,-0.037559521,0.014566198,-0.100757491,0.242207482,-0.081930802,0.016534837,-0.002836931,0.076568289,-0.023475075,0.169223647,-0.086726974,0.018076406,-0.003693899,0.092354001,-0.028731626,0.249696124,-0.075489594,0.01791362,-0.00396446,0.092254215,-0.036536048,0.225488459,-0.064036179,0.024614705,-0.00394326,0.101254921,-0.038429042,0.241012685,-0.047583946,0.019654637,-0.00458166,0.093930428,-0.03408872,0
1956,1956,1.026736083,-0.102639949,0.00364584,-0.045168269,0.159531812,-0.037871416,0.716551289,-0.316100347,0.024407577,-0.045385672,0.207920582,-0.026640523,1.281946359,-0.987050487,0.028332517,-0.057446689,0.21430765,-0.127918875,0.006267579,-0.236863258,0.016497895,0.0,0.0,-0.123584079,0.400787148,-1.468065586,0.033515399,-0.053760253,0.16305964,-0.150010739,2.630674082,-0.727937368,0.027734807,-0.033262026,0.356824227,-0.098670288,0.231099094,-0.665414494,0.024166906,-0.022017678,0.026761757,-0.155593636,0.706146684,-0.047672906,0.029612029,-0.04593304,0.231411813,0.0,0.895094348,-0.15100838,0.026976231,-0.047966856,0.241863749,-0.005979148,0.924704876,-0.160436317,0.02585098,-0.047586796,0.241400242,-0.011828106,0.538489625,-0.322104895,0.023015057,-0.041600771,0.223224448,-0.007765432,0.541657617,-0.329523177,0.023527636,-0.04099359,0.224160917,-0.006258088,0
3391,3391,1.839660671,-0.499226697,0.019812663,-0.053053289,0.346257389,-0.142408538,0.692036534,-0.149140471,0.032728217,-0.009227735,0.099865091,-0.064114523,0.179263836,-0.276068241,0.031476189,-0.011247224,0.054561069,-0.062950134,0.970702394,-0.652513108,0.033019938,-0.01035714,0.126115526,-0.113397452,0.276997952,-0.442105567,0.023045753,-0.058964078,0.049627604,-0.273538075,0.379388509,-0.178346653,0.029891537,-0.007217663,0.074099658,-0.060923415,1.575263503,-0.804782394,0.028355114,-0.063171533,0.304517211,-0.072428054,0.529213473,-1.100875985,0.059621599,-0.07903711,0.23396913,-0.114261788,0.542373995,-0.941765983,0.052437467,-0.114553914,0.204676453,-0.321216273,0.493874433,-0.300052116,0.011546498,-0.008613144,0.076435875,-0.048549802,0.180341494,-0.08901619,0.01812758,-0.009900011,0.014894574,-0.066031954,0.671715154,-0.118928723,0.024621693,-0.010782677,0.059610791,-0.080880873,0
1243,1243,0.397017112,-0.594502649,0.035276059,-0.03198027,0.038370517,-0.182011336,0.607313524,-0.23293062,0.070200959,-0.070274979,0.0,-0.262383452,0.72169707,-0.174468633,0.090825255,-0.087172747,0.067039176,-0.221803411,0.142228878,-0.192843763,0.068429663,-0.060683131,0.0,-0.280301682,2.432727835,-0.295282578,0.104255098,-0.110809119,0.566162971,-0.131877571,0.701904038,-0.176265078,0.087326273,-0.076621168,0.021868808,-0.248598572,0.384009942,-3.382883387,0.040674487,-0.117967383,0.341145649,-0.332298709,1.892446108,-1.689139696,0.046919187,-0.042879021,0.398686459,-0.273426797,0.848032762,-1.813563373,0.034491709,-0.055220214,0.419223196,-0.041392647,0.189174123,-0.825506131,0.02038724,-0.054080761,0.034206423,-0.249823371,0.618089797,-3.391792494,0.034017056,-0.01381056,0.081894991,-0.486417053,0.717253166,-1.897184738,0.052565522,-0.04115311,0.193670862,-0.177523177,0
2282,2282,0.888734194,-1.217287754,0.029417963,-0.045616265,0.01862805,-0.306741369,0.128973175,-0.965231871,0.03659207,-0.041233921,0.173504238,-0.010653658,0.323476741,-0.318857233,0.028940696,-0.040001892,0.131130519,-0.011143271,0.49994749,-1.64918791,0.030481369,-0.025274871,0.186255246,-0.151701679,1.033905557,-0.309379363,0.035956726,-0.002579564,0.15166437,-0.066620784,0.008621254,-0.514918194,0.03273031,-0.040659924,0.14982543,0.0,1.153189237,-0.213440734,0.017861127,-0.035348085,0.163826037,-0.055913106,0.251483968,-0.502967935,0.006427627,-0.026208404,0.087869374,-0.062003074,0.325879472,-0.345439197,0.012327498,-0.007535279,0.066797562,-0.049012606,0.124159053,-0.159594612,0.005259671,-0.004677048,0.006750118,-0.03887969,0.618165907,-0.040710105,0.032223814,-0.020842842,0.17355695,0.0,0.319386266,-0.218544371,0.032719057,-0.020316422,0.189283641,0.0,0
